user_id,date,playtime,stages_cleared,gacha_pulls,pvp_battles,guild_activities
U000027,12/28,64,7,3,6,4
U000027,12/29,127,21,0,11,2
U000027,12/30,96,8,3,11,0
U000027,12/31,132,13,4,6,3
U000027,01/01,72,17,9,10,3
U000027,01/02,147,19,2,8,4
U000027,01/03,209,15,3,1,1
U000027,01/04,118,22,4,11,4
U000027,01/05,198,29,4,8,0
U000027,01/06,214,31,9,11,4
U000027,01/07,31,28,5,14,1
U000027,01/08,145,6,3,12,3
U000027,01/09,189,18,0,0,0
U000027,01/10,112,31,4,6,0
U000027,01/11,70,26,7,12,0
U000027,01/12,91,8,2,5,3
U000027,01/13,129,34,5,2,3
U000027,01/14,86,36,1,14,4
U000027,01/15,214,17,3,7,1
U000027,01/16,90,14,9,9,0
U000027,01/17,67,20,6,6,0
U000027,01/18,148,32,0,10,3
U000027,01/19,60,23,1,11,2
U000027,01/20,76,18,8,8,1
U000027,01/21,152,22,3,7,1
U000027,01/22,144,38,7,5,2
U000027,01/23,211,11,6,6,2
U000027,01/24,231,23,2,2,2
U000027,01/25,145,37,8,12,3
U000027,01/26,234,26,6,2,1
U000027,01/27,191,28,0,13,3
U000027,01/28,54,9,1,10,3
U000027,01/29,77,39,8,3,1
U000028,11/01,225,36,1,0,4
U000028,11/02,82,18,1,11,4
U000028,11/03,33,11,9,0,4
U000028,11/04,97,15,3,2,3
U000028,11/05,77,7,1,12,4
U000028,11/06,59,32,3,4,3
U000028,11/07,95,30,6,12,4
U000028,11/08,92,6,9,5,2
U000028,11/09,228,8,4,2,2
U000028,11/10,60,16,4,13,2
U000028,11/11,146,24,9,3,1
U000028,11/12,108,7,3,0,2
U000028,11/13,78,27,0,1,3
U000028,11/14,194,13,3,8,1
U000028,11/15,228,21,6,0,0
U000028,11/16,65,31,6,6,4
U000028,11/17,33,18,5,3,3
U000028,11/18,206,38,2,4,0
U000028,11/19,157,30,7,2,3
U000028,11/20,143,20,0,5,0
U000028,11/21,184,26,3,2,0
U000028,11/22,51,24,2,3,4
U000028,11/23,185,28,4,0,2
U000028,11/24,196,19,7,11,3
U000028,11/25,105,19,4,10,0
U000028,11/26,125,31,2,13,4
U000028,11/27,198,27,1,1,3
U000028,11/28,166,19,0,3,3
U000028,11/29,30,31,8,9,1
U000028,11/30,60,22,8,4,1
U000028,12/01,187,5,1,13,1
U000028,12/02,150,28,6,7,3
U000028,12/03,103,33,2,5,4
U000028,12/04,215,7,9,2,0
U000028,12/05,173,35,2,2,3
U000028,12/06,129,29,8,11,3
U000028,12/07,70,29,2,4,0
U000028,12/08,136,39,1,2,4
U000028,12/09,176,7,7,11,2
U000028,12/10,81,31,5,1,3
U000028,12/11,187,9,2,8,2
U000028,12/12,213,27,3,13,1
U000028,12/13,171,23,2,13,4
U000028,12/14,59,11,5,1,0
U000028,12/15,109,5,8,13,2
U000028,12/16,102,24,8,2,0
U000028,12/17,71,12,8,4,2
U000028,12/18,211,13,7,5,3
U000028,12/19,111,14,4,5,2
U000028,12/20,74,26,0,14,1
U000028,12/21,165,25,4,13,1
U000028,12/22,67,33,4,11,3
U000028,12/23,125,22,9,4,2
U000028,12/24,200,23,0,3,0
U000028,12/25,125,25,3,5,1
U000028,12/26,165,23,0,5,2
U000028,12/27,137,24,6,13,4
U000028,12/28,213,18,9,2,4
U000028,12/29,151,29,1,7,4
U000028,12/30,153,38,4,11,0
U000028,12/31,132,37,5,3,3
U000028,01/01,118,13,1,2,0
U000028,01/02,146,21,8,2,0
U000028,01/03,215,29,5,4,3
U000028,01/04,90,32,2,8,1
U000028,01/05,58,34,8,2,4
U000028,01/06,134,12,3,4,0
U000028,01/07,110,34,1,12,0
U000028,01/08,38,9,6,4,4
U000028,01/09,71,17,5,0,3
U000028,01/10,171,27,3,14,1
U000028,01/11,168,22,3,14,1
U000028,01/12,217,6,1,4,4
U000028,01/13,145,29,2,13,4
U000028,01/14,116,21,3,11,3
U000028,01/15,182,38,5,4,0
U000028,01/16,223,9,1,10,0
U000028,01/17,53,25,4,10,2
U000028,01/18,167,6,7,0,0
U000028,01/19,77,14,8,3,0
U000028,01/20,52,8,1,10,3
U000028,01/21,136,23,4,2,3
U000028,01/22,39,12,2,7,2
U000028,01/23,189,35,5,14,4
U000028,01/24,172,21,4,8,3
U000028,01/25,198,9,2,3,3
U000028,01/26,57,29,1,0,3
U000028,01/27,32,35,8,14,3
U000028,01/28,172,26,1,5,0
U000028,01/29,147,33,4,1,2
U000029,11/01,101,11,3,4,4
U000029,11/02,37,20,2,13,2
U000029,11/03,216,9,1,9,0
U000029,11/04,130,26,7,1,1
U000029,11/05,201,35,7,7,2
U000029,11/06,30,34,3,0,2
U000029,11/07,106,23,4,1,3
U000029,11/08,43,19,4,10,0
U000029,11/09,137,12,1,14,1
U000029,11/10,114,39,5,11,2
U000029,11/11,119,23,0,14,2
U000029,11/12,128,19,3,10,1
U000029,11/13,158,30,6,5,4
U000029,11/14,201,23,2,8,0
U000029,11/15,158,32,3,0,1
U000029,11/16,194,14,7,6,3
U000029,11/17,233,15,7,6,1
U000029,11/18,163,18,1,1,3
U000029,11/19,167,23,4,5,1
U000029,11/20,52,23,1,10,1
U000029,11/21,179,39,0,6,1
U000029,11/22,151,15,6,7,3
U000029,11/23,42,22,3,11,1
U000029,11/24,192,21,6,2,0
U000029,11/25,103,29,3,9,3
U000029,11/26,71,7,6,7,0
U000029,11/27,148,21,8,6,4
U000029,11/28,138,20,7,12,1
U000029,11/29,93,23,4,8,3
U000029,11/30,120,20,9,13,4
U000029,12/01,83,36,4,1,3
U000029,12/02,113,36,7,11,3
U000029,12/03,239,26,3,7,0
U000029,12/04,213,23,8,12,3
U000029,12/05,105,27,2,8,0
U000029,12/06,62,35,0,4,0
U000029,12/07,69,30,9,1,0
U000029,12/08,216,6,5,1,3
U000029,12/09,139,15,4,4,3
U000029,12/10,198,12,9,4,1
U000029,12/11,90,35,6,13,4
U000029,12/12,58,31,6,11,1
U000029,12/13,179,6,8,10,4
U000029,12/14,185,7,6,5,2
U000029,12/15,225,37,2,2,3
U000029,12/16,232,9,5,5,4
U000029,12/17,164,36,8,0,1
U000029,12/18,167,34,6,1,1
U000029,12/19,194,17,1,8,0
U000029,12/20,163,20,1,13,4
U000029,12/21,34,22,7,5,2
U000029,12/22,204,15,8,9,0
U000029,12/23,173,21,7,10,2
U000029,12/24,98,19,6,7,1
U000029,12/25,194,13,6,9,0
U000029,12/26,103,35,6,3,1
U000029,12/27,181,12,1,1,2
U000029,12/28,230,6,8,2,3
U000029,12/29,222,19,7,8,3
U000029,12/30,121,27,9,2,1
U000029,12/31,147,23,4,6,3
U000029,01/01,180,29,2,4,4
U000029,01/02,67,12,2,10,0
U000029,01/03,143,26,4,2,3
U000029,01/04,65,37,4,6,4
U000029,01/05,83,8,2,8,0
U000029,01/06,141,11,6,12,2
U000029,01/07,99,36,7,3,2
U000029,01/08,201,31,6,4,3
U000029,01/09,218,8,2,2,1
U000029,01/10,69,31,7,3,4
U000029,01/11,191,12,6,6,3
U000029,01/12,194,24,7,9,0
U000029,01/13,139,15,4,2,0
U000029,01/14,215,7,1,0,3
U000029,01/15,114,28,9,10,3
U000029,01/16,148,5,4,1,4
U000029,01/17,132,23,1,8,2
U000029,01/18,124,5,8,11,0
U000029,01/19,181,37,9,14,2
U000029,01/20,91,5,1,10,3
U000029,01/21,181,17,6,10,3
U000029,01/22,94,39,3,1,4
U000029,01/23,77,34,6,3,0
U000029,01/24,78,13,5,5,2
U000029,01/25,131,8,0,12,3
U000029,01/26,168,36,0,3,4
U000029,01/27,162,39,8,9,1
U000029,01/28,50,26,1,3,4
U000029,01/29,37,23,9,7,3
U000030,11/01,187,32,4,2,2
U000030,11/02,113,34,7,1,1
U000030,11/03,59,12,6,2,2
U000030,11/04,97,7,2,3,2
U000030,11/05,111,30,6,12,4
U000030,11/06,103,16,5,6,2
U000030,11/07,96,25,2,7,0
U000030,11/08,47,8,0,3,0
U000030,11/09,30,18,3,5,0
U000030,11/10,229,30,0,2,0
U000030,11/11,120,25,7,13,2
U000030,11/12,105,21,5,14,3
U000030,11/13,42,28,0,8,3
U000030,11/14,216,28,9,7,4
U000030,11/15,93,38,8,5,3
U000030,11/16,139,30,6,1,0
U000030,11/17,202,6,1,2,2
U000030,11/18,60,23,6,5,2
U000030,11/19,229,39,7,10,4
U000030,11/20,103,24,8,5,3
U000030,11/21,114,10,4,5,2
U000030,11/22,185,22,9,2,1
U000030,11/23,219,39,8,4,4
U000030,11/24,150,34,3,4,3
U000030,11/25,126,20,9,3,1
U000030,11/26,75,27,2,1,4
U000030,11/27,126,18,6,12,3
U000030,11/28,105,38,7,14,1
U000030,11/29,237,19,3,10,1
U000030,11/30,149,35,5,3,3
U000030,12/01,124,22,9,9,2
U000030,12/02,80,26,5,3,3
U000030,12/03,203,14,9,12,4
U000030,12/04,31,11,4,9,3
U000030,12/05,143,17,6,5,4
U000030,12/06,44,6,4,14,4
U000030,12/07,66,25,2,12,4
U000030,12/08,204,19,7,13,3
U000030,12/09,112,7,0,11,4
U000030,12/10,208,23,4,9,3
U000030,12/11,172,13,6,4,4
U000030,12/12,71,24,0,11,2
U000030,12/13,200,34,4,5,0
U000030,12/14,137,10,6,12,1
U000030,12/15,130,23,0,14,3
U000030,12/16,150,29,5,0,1
U000030,12/17,178,21,3,8,0
U000030,12/18,99,30,9,0,1
U000030,12/19,152,23,8,0,0
U000030,12/20,202,16,6,12,1
U000030,12/21,239,25,0,1,1
U000030,12/22,88,30,4,0,0
U000030,12/23,140,25,0,9,3
U000030,12/24,49,25,4,3,2
U000030,12/25,209,21,9,13,0
U000030,12/26,224,33,3,13,1
U000030,12/27,219,29,7,10,2
U000030,12/28,69,26,6,8,4
U000030,12/29,187,33,3,1,0
U000030,12/30,69,35,4,9,2
U000030,12/31,200,13,1,9,3
U000030,01/01,87,9,4,9,3
U000030,01/02,226,18,9,7,1
U000030,01/03,88,26,0,12,2
U000030,01/04,122,32,6,5,0
U000030,01/05,74,9,1,1,2
U000030,01/06,176,17,2,11,2
U000030,01/07,168,17,9,2,4
U000030,01/08,148,15,1,9,1
U000030,01/09,190,5,6,8,2
U000030,01/10,59,27,7,2,3
U000030,01/11,123,19,4,6,0
U000030,01/12,207,15,4,1,3
U000030,01/13,193,8,9,13,4
U000030,01/14,178,16,8,3,1
U000030,01/15,137,22,9,13,2
U000030,01/16,97,6,0,3,0
U000030,01/17,85,5,6,3,4
U000030,01/18,79,13,5,7,0
U000030,01/19,205,8,2,14,1
U000030,01/20,145,38,6,8,3
U000030,01/21,205,29,4,2,0
U000030,01/22,108,38,8,6,1
U000030,01/23,171,15,9,4,3
U000030,01/24,223,19,5,0,2
U000030,01/25,106,27,6,14,2
U000030,01/26,35,28,5,2,3
U000030,01/27,66,39,2,8,3
U000030,01/28,202,12,6,14,1
U000030,01/29,82,10,4,0,2
U000031,11/01,154,31,5,8,3
U000031,11/02,133,28,4,5,0
U000031,11/03,44,8,1,12,0
U000031,11/04,99,5,4,14,3
U000031,11/05,134,5,3,12,2
U000031,11/06,143,10,4,14,0
U000031,11/07,184,32,1,2,2
U000031,11/08,206,11,4,14,0
U000031,11/09,75,8,8,5,2
U000031,11/10,137,10,9,7,0
U000031,11/11,149,14,0,3,0
U000031,11/12,73,31,0,5,4
U000031,11/13,231,18,0,5,4
U000031,11/14,172,17,3,5,4
U000031,11/15,76,14,5,6,2
U000031,11/16,76,32,8,8,3
U000031,11/17,106,25,9,8,4
U000031,11/18,100,31,6,4,1
U000031,11/19,192,9,1,4,3
U000031,11/20,133,20,2,9,4
U000031,11/21,39,24,0,10,2
U000031,11/22,179,19,2,4,2
U000031,11/23,166,36,9,0,4
U000031,11/24,70,25,0,11,0
U000031,11/25,184,10,5,14,0
U000031,11/26,119,6,8,12,3
U000031,11/27,155,15,9,13,1
U000031,11/28,191,19,5,2,2
U000031,11/29,170,12,1,10,1
U000031,11/30,239,35,1,8,3
U000031,12/01,61,29,1,9,0
U000031,12/02,45,39,3,2,3
U000031,12/03,160,15,2,11,1
U000031,12/04,209,39,9,3,2
U000031,12/05,113,28,6,12,2
U000031,12/06,219,23,4,2,3
U000031,12/07,134,12,1,11,4
U000031,12/08,226,24,2,0,3
U000031,12/09,62,9,1,14,1
U000031,12/10,116,33,2,1,4
U000031,12/11,175,10,8,3,0
U000031,12/12,137,23,6,3,1
U000031,12/13,70,10,7,14,3
U000031,12/14,50,30,0,11,0
U000031,12/15,204,23,2,8,0
U000031,12/16,181,14,2,11,1
U000031,12/17,100,25,0,6,2
U000031,12/18,66,27,2,13,2
U000031,12/19,36,27,4,3,4
U000031,12/20,139,9,9,4,3
U000031,12/21,142,26,7,7,4
U000031,12/22,236,18,3,0,2
U000031,12/23,182,18,7,2,1
U000031,12/24,210,10,2,0,3
U000031,12/25,229,14,0,14,1
U000031,12/26,41,30,7,6,2
U000031,12/27,135,31,0,5,2
U000031,12/28,217,15,3,9,3
U000031,12/29,229,23,0,3,0
U000031,12/30,202,8,6,5,1
U000031,12/31,219,19,1,0,0
U000031,01/01,76,36,8,7,4
U000031,01/02,232,26,5,2,2
U000031,01/03,180,10,5,11,1
U000031,01/04,91,24,8,6,4
U000031,01/05,79,35,2,12,0
U000031,01/06,83,23,0,3,2
U000031,01/07,165,7,3,9,3
U000031,01/08,156,17,1,13,4
U000031,01/09,145,39,5,12,2
U000031,01/10,187,33,2,13,1
U000031,01/11,98,36,5,13,1
U000031,01/12,67,32,3,1,3
U000031,01/13,226,32,3,14,3
U000031,01/14,230,38,6,0,4
U000031,01/15,61,18,2,8,0
U000031,01/16,134,34,4,9,4
U000031,01/17,119,22,1,1,4
U000031,01/18,167,17,7,1,0
U000031,01/19,151,35,1,8,1
U000031,01/20,93,19,9,0,2
U000031,01/21,170,10,7,5,3
U000031,01/22,191,37,7,3,1
U000031,01/23,229,38,0,13,1
U000031,01/24,72,20,2,6,3
U000031,01/25,201,38,6,3,2
U000031,01/26,188,26,9,0,4
U000031,01/27,65,14,2,0,3
U000031,01/28,72,27,5,7,4
U000031,01/29,188,38,6,6,3
U000032,11/01,219,14,4,6,0
U000032,11/02,86,15,8,1,0
U000032,11/03,75,6,1,13,2
U000032,11/04,91,13,5,3,3
U000032,11/05,77,33,1,13,2
U000032,11/06,61,39,6,11,4
U000032,11/07,186,33,8,6,2
U000032,11/08,175,27,7,13,3
U000032,11/09,170,19,0,1,0
U000032,11/10,110,14,4,5,3
U000032,11/11,82,32,0,2,4
U000032,11/12,208,39,6,8,1
U000032,11/13,122,6,0,0,3
U000032,11/14,127,29,7,8,2
U000032,11/15,171,20,1,7,4
U000032,11/16,86,30,6,8,2
U000032,11/17,175,24,1,11,3
U000032,11/18,148,5,9,11,2
U000032,11/19,123,32,6,7,2
U000032,11/20,165,25,8,13,3
U000032,11/21,171,18,1,10,4
U000032,11/22,135,9,5,12,2
U000032,11/23,127,20,4,14,0
U000032,11/24,230,29,0,2,2
U000032,11/25,178,24,5,9,2
U000032,11/26,236,22,1,6,1
U000032,11/27,41,31,7,12,1
U000032,11/28,30,30,0,12,0
U000032,11/29,176,15,1,2,4
U000032,11/30,110,34,5,8,0
U000032,12/01,88,13,2,13,1
U000032,12/02,86,7,6,4,3
U000032,12/03,61,23,4,2,4
U000032,12/04,153,33,4,5,4
U000032,12/05,148,16,6,11,0
U000032,12/06,149,6,7,4,1
U000032,12/07,212,36,7,8,0
U000032,12/08,62,13,5,7,1
U000032,12/09,111,23,9,2,2
U000032,12/10,43,17,7,8,0
U000032,12/11,208,20,3,9,1
U000032,12/12,206,37,7,6,1
U000032,12/13,210,39,2,10,3
U000032,12/14,150,38,7,10,4
U000032,12/15,154,11,5,1,3
U000032,12/16,199,29,3,13,0
U000032,12/17,139,15,1,9,2
U000032,12/18,53,27,2,13,2
U000032,12/19,116,26,3,12,0
U000032,12/20,78,21,7,10,3
U000032,12/21,164,33,2,5,2
U000032,12/22,109,31,9,5,4
U000032,12/23,189,27,3,0,4
U000032,12/24,46,31,9,5,1
U000032,12/25,63,26,5,1,1
U000032,12/26,101,19,8,10,0
U000032,12/27,133,10,1,12,4
U000032,12/28,46,15,9,3,3
U000032,12/29,186,33,2,4,0
U000032,12/30,99,35,6,6,1
U000032,12/31,115,24,0,1,4
U000032,01/01,210,39,6,14,1
U000032,01/02,55,21,9,13,2
U000032,01/03,186,19,7,2,2
U000032,01/04,168,35,0,1,3
U000032,01/05,63,26,2,13,1
U000032,01/06,134,6,2,8,2
U000032,01/07,182,20,7,2,3
U000032,01/08,102,5,7,0,4
U000032,01/09,133,26,1,9,1
U000032,01/10,70,34,3,10,2
U000032,01/11,130,23,9,1,3
U000032,01/12,172,8,5,13,1
U000032,01/13,122,36,2,7,2
U000032,01/14,194,8,6,14,1
U000032,01/15,43,34,0,14,3
U000032,01/16,149,5,6,7,0
U000032,01/17,64,25,2,1,2
U000032,01/18,73,33,2,5,2
U000032,01/19,90,20,8,0,4
U000032,01/20,108,34,1,4,1
U000032,01/21,156,14,6,11,4
U000032,01/22,205,30,1,8,2
U000032,01/23,54,19,4,13,2
U000032,01/24,200,35,2,5,3
U000032,01/25,62,29,2,11,3
U000032,01/26,147,10,9,10,4
U000032,01/27,33,25,7,11,1
U000032,01/28,56,37,9,9,1
U000032,01/29,213,33,8,8,2
U000033,11/01,230,26,9,14,2
U000033,11/02,49,7,6,9,2
U000033,11/03,50,30,1,3,3
U000033,11/04,99,21,9,4,1
U000033,11/05,153,14,6,14,3
U000033,11/06,59,39,6,5,0
U000033,11/07,176,18,7,5,3
U000033,11/08,167,24,8,10,1
U000033,11/09,209,17,1,8,0
U000033,11/10,239,7,0,5,2
U000033,11/11,80,25,4,0,2
U000033,11/12,197,11,0,0,3
U000033,11/13,164,14,4,6,4
U000033,11/14,77,29,6,1,0
U000033,11/15,147,14,5,4,4
U000033,11/16,53,21,5,3,2
U000033,11/17,176,33,5,8,0
U000033,11/18,200,16,4,7,0
U000033,11/19,216,18,1,3,2
U000033,11/20,221,25,2,13,4
U000033,11/21,160,24,4,13,3
U000033,11/22,84,18,3,13,1
U000033,11/23,34,23,8,14,3
U000033,11/24,43,18,4,5,3
U000033,11/25,118,16,0,1,0
U000033,11/26,158,16,3,0,4
U000033,11/27,192,17,0,6,4
U000033,11/28,180,36,0,8,2
U000033,11/29,136,17,0,5,0
U000033,11/30,66,17,3,5,4
U000033,12/01,62,20,9,2,2
U000033,12/02,135,29,0,11,3
U000033,12/03,167,35,0,1,0
U000033,12/04,130,28,7,10,1
U000033,12/05,102,18,6,7,1
U000033,12/06,112,26,8,10,2
U000033,12/07,72,39,7,6,2
U000033,12/08,119,12,7,4,3
U000033,12/09,36,39,8,10,0
U000033,12/10,44,25,3,8,4
U000033,12/11,136,21,8,1,0
U000033,12/12,74,26,7,2,0
U000033,12/13,203,30,5,9,3
U000033,12/14,149,29,6,0,4
U000033,12/15,105,18,2,10,1
U000033,12/16,65,37,5,5,1
U000033,12/17,47,6,3,11,2
U000033,12/18,124,8,7,4,0
U000033,12/19,151,9,0,1,0
U000033,12/20,217,19,0,7,0
U000033,12/21,31,11,1,11,4
U000033,12/22,206,27,3,0,1
U000033,12/23,142,28,5,14,4
U000033,12/24,64,14,1,3,2
U000033,12/25,69,25,1,2,2
U000033,12/26,108,11,0,1,3
U000033,12/27,167,38,6,12,4
U000033,12/28,42,31,3,12,3
U000033,12/29,182,9,8,10,4
U000033,12/30,114,10,8,11,1
U000033,12/31,157,26,5,10,4
U000033,01/01,189,27,5,3,0
U000033,01/02,230,17,7,12,4
U000033,01/03,197,11,4,12,4
U000033,01/04,136,23,0,12,0
U000033,01/05,43,20,0,12,2
U000033,01/06,202,37,8,4,4
U000033,01/07,220,22,7,2,1
U000033,01/08,205,25,6,14,1
U000033,01/09,60,28,8,3,2
U000033,01/10,132,35,2,9,0
U000033,01/11,61,11,9,4,4
U000033,01/12,207,10,1,2,3
U000033,01/13,206,12,1,13,0
U000033,01/14,45,11,5,7,2
U000033,01/15,185,32,3,13,2
U000033,01/16,85,18,7,3,0
U000033,01/17,65,30,1,7,0
U000033,01/18,110,14,5,4,2
U000033,01/19,45,25,8,13,2
U000033,01/20,210,26,8,14,0
U000033,01/21,120,5,7,12,1
U000033,01/22,200,38,3,8,1
U000033,01/23,47,22,1,1,0
U000033,01/24,238,20,6,12,2
U000033,01/25,57,30,8,7,3
U000033,01/26,195,16,9,13,3
U000033,01/27,51,38,6,2,4
U000033,01/28,235,20,6,2,2
U000033,01/29,224,7,8,12,2
U000034,11/01,31,23,3,10,3
U000034,11/02,38,11,3,5,4
U000034,11/03,127,27,9,6,1
U000034,11/04,30,18,7,10,2
U000034,11/05,139,32,6,2,3
U000034,11/06,84,13,6,7,1
U000034,11/07,169,7,6,1,1
U000034,11/08,197,32,5,6,2
U000034,11/09,232,27,4,1,4
U000034,11/10,229,38,0,6,2
U000034,11/11,43,35,4,10,2
U000034,11/12,126,14,1,14,1
U000034,11/13,45,9,1,4,0
U000034,11/14,133,20,4,8,1
U000034,11/15,80,8,0,4,1
U000034,11/16,33,39,2,0,2
U000034,11/17,133,11,9,2,4
U000034,11/18,46,16,9,13,2
U000034,11/19,47,29,5,14,3
U000034,11/20,141,31,6,13,0
U000034,11/21,96,33,3,1,1
U000034,11/22,32,19,4,4,4
U000034,11/23,31,36,6,8,3
U000034,11/24,155,18,3,10,3
U000034,11/25,126,29,8,5,1
U000034,11/26,125,24,7,3,3
U000034,11/27,185,16,6,4,1
U000034,11/28,30,16,3,13,3
U000034,11/29,67,15,5,14,4
U000034,11/30,123,18,3,7,3
U000034,12/01,37,23,2,12,3
U000034,12/02,143,32,2,1,4
U000034,12/03,111,23,5,2,0
U000034,12/04,183,17,7,12,0
U000034,12/05,77,24,2,2,2
U000034,12/06,197,36,5,2,4
U000034,12/07,98,5,1,3,3
U000034,12/08,220,34,1,6,1
U000034,12/09,89,32,0,0,0
U000034,12/10,179,19,4,1,3
U000034,12/11,130,39,5,1,0
U000034,12/12,185,7,7,12,4
U000034,12/13,44,27,3,7,4
U000034,12/14,126,30,3,2,2
U000034,12/15,66,29,8,14,2
U000034,12/16,39,8,1,12,0
U000034,12/17,79,39,4,14,2
U000034,12/18,125,12,2,4,0
U000034,12/19,133,11,2,3,4
U000034,12/20,221,10,4,7,2
U000034,12/21,224,16,7,6,0
U000034,12/22,115,35,0,7,2
U000034,12/23,71,30,7,13,2
U000034,12/24,202,23,2,10,4
U000034,12/25,228,39,2,2,0
U000034,12/26,35,20,6,0,1
U000034,12/27,178,33,7,12,0
U000034,12/28,72,30,6,8,0
U000034,12/29,125,35,6,1,4
U000034,12/30,65,33,0,12,3
U000034,12/31,72,19,2,1,0
U000034,01/01,82,36,4,1,0
U000034,01/02,79,23,4,5,3
U000034,01/03,182,25,2,6,0
U000034,01/04,70,21,3,2,1
U000034,01/05,33,14,4,10,2
U000034,01/06,191,20,9,13,3
U000034,01/07,67,30,6,8,3
U000034,01/08,31,9,5,3,2
U000034,01/09,167,31,7,6,1
U000034,01/10,229,26,6,2,2
U000034,01/11,155,5,4,2,0
U000034,01/12,190,31,6,10,0
U000034,01/13,78,21,6,5,2
U000034,01/14,64,28,3,5,1
U000034,01/15,50,38,4,13,1
U000034,01/16,205,29,9,7,2
U000034,01/17,227,8,6,2,4
U000034,01/18,164,19,8,5,1
U000034,01/19,218,35,1,8,4
U000034,01/20,89,10,2,0,2
U000034,01/21,93,22,3,1,2
U000034,01/22,199,12,9,11,4
U000034,01/23,165,10,2,2,1
U000034,01/24,57,21,2,8,4
U000034,01/25,56,10,1,13,3
U000034,01/26,224,20,9,9,1
U000034,01/27,219,6,2,8,4
U000034,01/28,37,7,8,10,3
U000034,01/29,137,5,8,3,1
U000035,11/01,130,30,9,13,0
U000035,11/02,176,24,4,4,1
U000035,11/03,229,20,2,12,0
U000035,11/04,200,20,3,5,2
U000035,11/05,144,25,6,14,1
U000035,11/06,66,17,1,5,4
U000035,11/07,189,24,9,12,1
U000035,11/08,226,31,6,6,0
U000035,11/09,174,10,8,11,4
U000035,11/10,197,24,2,14,3
U000035,11/11,96,30,3,1,4
U000035,11/12,32,17,0,2,3
U000035,11/13,76,15,0,9,2
U000035,11/14,147,21,3,12,4
U000035,11/15,139,18,2,5,3
U000035,11/16,60,24,7,7,1
U000035,11/17,151,36,7,6,2
U000035,11/18,73,5,5,3,3
U000035,11/19,231,22,8,9,0
U000035,11/20,201,9,1,5,2
U000035,11/21,91,39,6,7,0
U000035,11/22,93,5,3,0,2
U000035,11/23,104,21,7,6,4
U000035,11/24,135,23,3,10,3
U000035,11/25,119,11,1,4,3
U000035,11/26,188,13,5,8,2
U000035,11/27,67,39,2,6,1
U000035,11/28,220,32,3,12,4
U000035,11/29,214,5,3,14,2
U000035,11/30,51,26,9,4,2
U000035,12/01,32,39,8,0,1
U000035,12/02,155,8,0,11,4
U000035,12/03,238,7,6,3,2
U000035,12/04,88,20,1,3,0
U000035,12/05,209,19,5,13,0
U000035,12/06,119,18,7,7,1
U000035,12/07,235,17,5,1,4
U000035,12/08,206,20,3,9,2
U000035,12/09,98,10,5,8,1
U000035,12/10,50,36,4,5,4
U000035,12/11,100,38,4,13,1
U000035,12/12,222,8,5,3,1
U000035,12/13,73,32,6,0,4
U000035,12/14,234,6,7,11,2
U000035,12/15,60,38,5,9,4
U000035,12/16,36,7,6,13,3
U000035,12/17,75,6,2,6,2
U000035,12/18,176,5,8,3,0
U000035,12/19,195,7,1,3,2
U000035,12/20,123,29,2,14,3
U000035,12/21,152,27,0,7,1
U000035,12/22,230,26,9,13,1
U000035,12/23,46,14,5,9,3
U000035,12/24,153,31,6,0,0
U000035,12/25,111,20,0,14,3
U000035,12/26,200,10,8,12,3
U000035,12/27,147,11,8,12,0
U000035,12/28,55,30,2,14,2
U000035,12/29,223,20,5,12,2
U000035,12/30,134,35,0,0,3
U000035,12/31,54,21,0,2,1
U000035,01/01,48,32,9,14,1
U000035,01/02,61,22,9,11,3
U000035,01/03,217,18,1,9,1
U000035,01/04,235,18,7,7,1
U000035,01/05,148,39,2,4,2
U000035,01/06,128,6,0,14,2
U000035,01/07,215,36,1,9,0
U000035,01/08,222,30,5,6,1
U000035,01/09,194,34,0,10,3
U000035,01/10,89,25,1,10,1
U000035,01/11,186,38,8,3,0
U000035,01/12,206,37,1,8,3
U000035,01/13,112,10,3,11,4
U000035,01/14,68,22,3,6,1
U000035,01/15,123,26,9,7,4
U000035,01/16,217,10,9,14,1
U000035,01/17,120,7,4,2,0
U000035,01/18,208,10,6,4,0
U000035,01/19,63,38,3,11,2
U000035,01/20,63,17,6,11,2
U000035,01/21,73,13,1,10,2
U000035,01/22,179,34,6,6,4
U000035,01/23,208,17,4,13,3
U000035,01/24,82,24,6,14,3
U000035,01/25,129,12,6,2,3
U000035,01/26,142,34,6,10,1
U000035,01/27,227,20,8,14,4
U000035,01/28,214,38,4,4,1
U000035,01/29,155,5,0,8,2
U000036,11/01,200,10,3,7,3
U000036,11/02,79,35,9,5,0
U000036,11/03,41,21,0,11,2
U000036,11/04,116,22,4,13,4
U000036,11/05,81,23,9,10,0
U000036,11/06,66,26,9,4,3
U000036,11/07,140,39,0,12,4
U000036,11/08,214,12,5,0,3
U000036,11/09,199,28,8,7,1
U000036,11/10,137,34,8,8,2
U000036,11/11,147,16,9,7,0
U000036,11/12,203,29,6,12,0
U000036,11/13,139,26,9,11,4
U000036,11/14,192,27,0,0,3
U000036,11/15,216,9,7,6,0
U000036,11/16,198,39,5,1,2
U000036,11/17,238,19,8,9,0
U000036,11/18,48,37,6,10,4
U000036,11/19,168,13,9,4,4
U000036,11/20,207,14,7,11,3
U000036,11/21,95,16,9,4,2
U000036,11/22,163,28,9,1,2
