log_id,user_id,event_type,event_date,detail
LOG00001677,U000056,shop_purchase,2024-08-01,{}
LOG00001678,U000175,stage_clear,2024-10-19,"{""stage"": 3, ""stars"": 2}"
LOG00001679,U000095,guild_activity,2024-11-07,{}
LOG00001680,U000937,cookie_upgrade,2024-11-12,{}
LOG00001681,U000697,gacha_pull,2024-08-20,"{""pull_type"": ""single"", ""got_epic"": 1}"
LOG00001682,U000420,gacha_pull,2024-08-29,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001683,U000193,pvp_battle,2024-07-11,"{""result"": ""win""}"
LOG00001684,U000025,stage_clear,2024-10-31,"{""stage"": 289, ""stars"": 2}"
LOG00001685,U000171,guild_activity,2024-08-31,{}
LOG00001686,U000966,cookie_upgrade,2024-10-25,{}
LOG00001687,U000213,stage_clear,2024-11-27,"{""stage"": 320, ""stars"": 2}"
LOG00001688,U000570,guild_activity,2024-09-08,{}
LOG00001689,U000483,gacha_pull,2024-08-10,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001690,U000412,gacha_pull,2024-10-04,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001691,U000532,pvp_battle,2024-06-18,"{""result"": ""win""}"
LOG00001692,U000350,cookie_upgrade,2024-09-02,{}
LOG00001693,U000107,cookie_upgrade,2024-06-28,{}
LOG00001694,U000294,shop_purchase,2024-06-11,{}
LOG00001695,U000709,gacha_pull,2024-06-11,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001696,U000331,shop_purchase,2024-06-30,{}
LOG00001697,U000813,guild_activity,2024-06-08,{}
LOG00001698,U000360,stage_clear,2024-09-27,"{""stage"": 357, ""stars"": 2}"
LOG00001699,U000203,guild_activity,2024-09-30,{}
LOG00001700,U000862,stage_clear,2024-07-21,"{""stage"": 177, ""stars"": 2}"
LOG00001701,U000694,cookie_upgrade,2024-06-23,{}
LOG00001702,U000431,stage_clear,2024-08-02,"{""stage"": 300, ""stars"": 3}"
LOG00001703,U000866,pvp_battle,2024-10-17,"{""result"": ""win""}"
LOG00001704,U000040,cookie_upgrade,2024-10-14,{}
LOG00001705,U000504,stage_clear,2024-09-29,"{""stage"": 448, ""stars"": 3}"
LOG00001706,U000934,pvp_battle,2024-10-27,"{""result"": ""win""}"
LOG00001707,U000416,shop_purchase,2024-10-03,{}
LOG00001708,U000094,stage_clear,2024-07-11,"{""stage"": 297, ""stars"": 3}"
LOG00001709,U000713,cookie_upgrade,2024-06-01,{}
LOG00001710,U000709,cookie_upgrade,2024-11-27,{}
LOG00001711,U000788,stage_clear,2024-10-29,"{""stage"": 429, ""stars"": 1}"
LOG00001712,U000583,guild_activity,2024-09-23,{}
LOG00001713,U000230,stage_clear,2024-07-16,"{""stage"": 229, ""stars"": 3}"
LOG00001714,U000306,gacha_pull,2024-08-03,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001715,U000108,cookie_upgrade,2024-09-08,{}
LOG00001716,U000595,stage_clear,2024-06-18,"{""stage"": 48, ""stars"": 3}"
LOG00001717,U000731,stage_clear,2024-09-28,"{""stage"": 107, ""stars"": 3}"
LOG00001718,U000795,stage_clear,2024-10-22,"{""stage"": 340, ""stars"": 2}"
LOG00001719,U000075,guild_activity,2024-07-07,{}
LOG00001720,U000113,stage_clear,2024-07-23,"{""stage"": 6, ""stars"": 3}"
LOG00001721,U000273,pvp_battle,2024-09-20,"{""result"": ""lose""}"
LOG00001722,U000904,pvp_battle,2024-07-26,"{""result"": ""lose""}"
LOG00001723,U000574,stage_clear,2024-10-13,"{""stage"": 409, ""stars"": 2}"
LOG00001724,U000019,cookie_upgrade,2024-09-22,{}
LOG00001725,U000971,shop_purchase,2024-06-01,{}
LOG00001726,U000335,gacha_pull,2024-10-25,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001727,U000193,stage_clear,2024-10-13,"{""stage"": 34, ""stars"": 2}"
LOG00001728,U000447,gacha_pull,2024-10-18,"{""pull_type"": ""single"", ""got_epic"": 1}"
LOG00001729,U000451,stage_clear,2024-09-10,"{""stage"": 6, ""stars"": 2}"
LOG00001730,U000657,stage_clear,2024-09-20,"{""stage"": 96, ""stars"": 3}"
LOG00001731,U000534,stage_clear,2024-11-06,"{""stage"": 492, ""stars"": 2}"
LOG00001732,U000663,stage_clear,2024-09-24,"{""stage"": 258, ""stars"": 3}"
LOG00001733,U000710,stage_clear,2024-10-21,"{""stage"": 63, ""stars"": 2}"
LOG00001734,U000689,shop_purchase,2024-06-03,{}
LOG00001735,U000369,cookie_upgrade,2024-09-16,{}
LOG00001736,U000755,guild_activity,2024-11-20,{}
LOG00001737,U000509,stage_clear,2024-10-25,"{""stage"": 279, ""stars"": 2}"
LOG00001738,U000335,stage_clear,2024-09-21,"{""stage"": 185, ""stars"": 1}"
LOG00001739,U000387,gacha_pull,2024-08-04,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001740,U000163,gacha_pull,2024-08-07,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001741,U000565,stage_clear,2024-07-07,"{""stage"": 351, ""stars"": 1}"
LOG00001742,U000304,gacha_pull,2024-07-11,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001743,U000980,pvp_battle,2024-06-15,"{""result"": ""lose""}"
LOG00001744,U000510,stage_clear,2024-08-02,"{""stage"": 467, ""stars"": 1}"
LOG00001745,U000992,pvp_battle,2024-09-23,"{""result"": ""lose""}"
LOG00001746,U000530,stage_clear,2024-10-09,"{""stage"": 469, ""stars"": 2}"
LOG00001747,U000285,shop_purchase,2024-09-14,{}
LOG00001748,U000215,stage_clear,2024-07-01,"{""stage"": 462, ""stars"": 1}"
LOG00001749,U000838,pvp_battle,2024-11-06,"{""result"": ""win""}"
LOG00001750,U000312,pvp_battle,2024-10-14,"{""result"": ""lose""}"
LOG00001751,U000658,shop_purchase,2024-11-27,{}
LOG00001752,U000349,cookie_upgrade,2024-11-09,{}
LOG00001753,U000705,cookie_upgrade,2024-09-03,{}
LOG00001754,U000963,gacha_pull,2024-06-03,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001755,U000107,gacha_pull,2024-07-30,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001756,U000965,pvp_battle,2024-11-21,"{""result"": ""lose""}"
LOG00001757,U000635,pvp_battle,2024-06-05,"{""result"": ""lose""}"
LOG00001758,U000809,stage_clear,2024-10-30,"{""stage"": 329, ""stars"": 2}"
LOG00001759,U000014,pvp_battle,2024-08-25,"{""result"": ""win""}"
LOG00001760,U000972,gacha_pull,2024-11-19,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001761,U000813,shop_purchase,2024-06-17,{}
LOG00001762,U000397,shop_purchase,2024-06-30,{}
LOG00001763,U000221,stage_clear,2024-09-24,"{""stage"": 262, ""stars"": 3}"
LOG00001764,U000434,guild_activity,2024-07-27,{}
LOG00001765,U000529,pvp_battle,2024-07-01,"{""result"": ""win""}"
LOG00001766,U000564,pvp_battle,2024-07-02,"{""result"": ""win""}"
LOG00001767,U000378,stage_clear,2024-09-01,"{""stage"": 326, ""stars"": 3}"
LOG00001768,U000133,pvp_battle,2024-09-01,"{""result"": ""win""}"
LOG00001769,U000810,guild_activity,2024-10-08,{}
LOG00001770,U000163,gacha_pull,2024-09-27,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001771,U000668,cookie_upgrade,2024-06-21,{}
LOG00001772,U000869,pvp_battle,2024-10-14,"{""result"": ""win""}"
LOG00001773,U000037,stage_clear,2024-08-10,"{""stage"": 117, ""stars"": 3}"
LOG00001774,U000764,shop_purchase,2024-10-17,{}
LOG00001775,U000921,pvp_battle,2024-10-24,"{""result"": ""lose""}"
LOG00001776,U000769,shop_purchase,2024-07-29,{}
LOG00001777,U000489,gacha_pull,2024-11-02,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001778,U000815,guild_activity,2024-07-29,{}
LOG00001779,U000438,gacha_pull,2024-06-02,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001780,U000289,stage_clear,2024-08-21,"{""stage"": 10, ""stars"": 2}"
LOG00001781,U000074,stage_clear,2024-06-09,"{""stage"": 64, ""stars"": 1}"
LOG00001782,U000232,stage_clear,2024-07-25,"{""stage"": 59, ""stars"": 1}"
LOG00001783,U000951,gacha_pull,2024-11-11,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001784,U000880,guild_activity,2024-07-28,{}
LOG00001785,U000557,stage_clear,2024-07-27,"{""stage"": 368, ""stars"": 3}"
LOG00001786,U000692,stage_clear,2024-08-05,"{""stage"": 448, ""stars"": 3}"
LOG00001787,U000008,stage_clear,2024-11-07,"{""stage"": 69, ""stars"": 3}"
LOG00001788,U000208,stage_clear,2024-11-13,"{""stage"": 44, ""stars"": 2}"
LOG00001789,U000057,pvp_battle,2024-06-03,"{""result"": ""win""}"
LOG00001790,U000477,stage_clear,2024-06-28,"{""stage"": 170, ""stars"": 2}"
LOG00001791,U000091,gacha_pull,2024-08-01,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001792,U000907,stage_clear,2024-10-13,"{""stage"": 2, ""stars"": 2}"
LOG00001793,U000561,cookie_upgrade,2024-06-01,{}
LOG00001794,U000108,shop_purchase,2024-10-29,{}
LOG00001795,U000907,guild_activity,2024-11-06,{}
LOG00001796,U000893,stage_clear,2024-08-12,"{""stage"": 252, ""stars"": 2}"
LOG00001797,U000832,stage_clear,2024-11-07,"{""stage"": 121, ""stars"": 3}"
LOG00001798,U000220,stage_clear,2024-09-02,"{""stage"": 366, ""stars"": 2}"
LOG00001799,U000593,guild_activity,2024-09-27,{}
LOG00001800,U000314,stage_clear,2024-09-18,"{""stage"": 141, ""stars"": 1}"
LOG00001801,U000050,stage_clear,2024-10-03,"{""stage"": 290, ""stars"": 2}"
LOG00001802,U000345,stage_clear,2024-07-14,"{""stage"": 57, ""stars"": 1}"
LOG00001803,U000949,stage_clear,2024-07-03,"{""stage"": 236, ""stars"": 1}"
LOG00001804,U000356,stage_clear,2024-11-13,"{""stage"": 214, ""stars"": 3}"
LOG00001805,U000683,guild_activity,2024-10-19,{}
LOG00001806,U000652,pvp_battle,2024-07-12,"{""result"": ""win""}"
LOG00001807,U000422,pvp_battle,2024-06-19,"{""result"": ""win""}"
LOG00001808,U000569,stage_clear,2024-11-26,"{""stage"": 129, ""stars"": 2}"
LOG00001809,U000758,gacha_pull,2024-06-02,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001810,U000180,cookie_upgrade,2024-10-05,{}
LOG00001811,U000038,stage_clear,2024-10-03,"{""stage"": 133, ""stars"": 3}"
LOG00001812,U000060,guild_activity,2024-07-17,{}
LOG00001813,U000718,pvp_battle,2024-10-28,"{""result"": ""win""}"
LOG00001814,U000708,pvp_battle,2024-10-30,"{""result"": ""lose""}"
LOG00001815,U000739,stage_clear,2024-06-19,"{""stage"": 181, ""stars"": 3}"
LOG00001816,U000901,stage_clear,2024-10-16,"{""stage"": 356, ""stars"": 3}"
LOG00001817,U000276,stage_clear,2024-09-20,"{""stage"": 410, ""stars"": 1}"
LOG00001818,U000516,gacha_pull,2024-08-04,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001819,U000248,stage_clear,2024-07-13,"{""stage"": 102, ""stars"": 3}"
LOG00001820,U000314,stage_clear,2024-10-30,"{""stage"": 195, ""stars"": 1}"
LOG00001821,U000627,pvp_battle,2024-11-15,"{""result"": ""win""}"
LOG00001822,U000745,stage_clear,2024-11-11,"{""stage"": 208, ""stars"": 2}"
LOG00001823,U000692,guild_activity,2024-07-15,{}
LOG00001824,U000411,gacha_pull,2024-10-19,"{""pull_type"": ""ten_pull"", ""got_epic"": 1}"
LOG00001825,U000915,stage_clear,2024-06-05,"{""stage"": 122, ""stars"": 2}"
LOG00001826,U000791,gacha_pull,2024-08-16,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001827,U000587,pvp_battle,2024-07-11,"{""result"": ""win""}"
LOG00001828,U000844,gacha_pull,2024-09-17,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001829,U000155,gacha_pull,2024-10-12,"{""pull_type"": ""single"", ""got_epic"": 1}"
LOG00001830,U000639,guild_activity,2024-09-29,{}
LOG00001831,U000785,shop_purchase,2024-08-18,{}
LOG00001832,U000603,stage_clear,2024-07-06,"{""stage"": 166, ""stars"": 3}"
LOG00001833,U000891,gacha_pull,2024-09-04,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001834,U000126,guild_activity,2024-11-03,{}
LOG00001835,U000348,stage_clear,2024-08-17,"{""stage"": 333, ""stars"": 3}"
LOG00001836,U000859,cookie_upgrade,2024-08-16,{}
LOG00001837,U000869,stage_clear,2024-11-25,"{""stage"": 103, ""stars"": 3}"
LOG00001838,U000573,cookie_upgrade,2024-08-03,{}
LOG00001839,U000870,cookie_upgrade,2024-06-25,{}
LOG00001840,U000508,stage_clear,2024-07-09,"{""stage"": 351, ""stars"": 1}"
LOG00001841,U000058,gacha_pull,2024-06-05,"{""pull_type"": ""ten_pull"", ""got_epic"": 1}"
LOG00001842,U000250,guild_activity,2024-10-07,{}
LOG00001843,U000363,cookie_upgrade,2024-08-02,{}
LOG00001844,U000400,gacha_pull,2024-11-23,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001845,U000874,cookie_upgrade,2024-07-11,{}
LOG00001846,U000350,stage_clear,2024-07-10,"{""stage"": 357, ""stars"": 1}"
LOG00001847,U000236,gacha_pull,2024-07-04,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001848,U000889,cookie_upgrade,2024-09-17,{}
LOG00001849,U000008,stage_clear,2024-09-26,"{""stage"": 465, ""stars"": 3}"
LOG00001850,U000668,stage_clear,2024-11-15,"{""stage"": 134, ""stars"": 3}"
LOG00001851,U000717,shop_purchase,2024-10-17,{}
LOG00001852,U000019,shop_purchase,2024-06-08,{}
LOG00001853,U000392,guild_activity,2024-08-24,{}
LOG00001854,U000545,cookie_upgrade,2024-09-28,{}
LOG00001855,U000360,guild_activity,2024-08-20,{}
LOG00001856,U000265,gacha_pull,2024-07-17,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001857,U000561,pvp_battle,2024-10-15,"{""result"": ""win""}"
LOG00001858,U000486,pvp_battle,2024-11-09,"{""result"": ""win""}"
LOG00001859,U000710,cookie_upgrade,2024-11-01,{}
LOG00001860,U000194,pvp_battle,2024-09-04,"{""result"": ""lose""}"
LOG00001861,U000078,pvp_battle,2024-08-05,"{""result"": ""win""}"
LOG00001862,U000436,shop_purchase,2024-09-24,{}
LOG00001863,U000236,stage_clear,2024-09-07,"{""stage"": 56, ""stars"": 2}"
LOG00001864,U000295,pvp_battle,2024-10-09,"{""result"": ""win""}"
LOG00001865,U000372,cookie_upgrade,2024-07-16,{}
LOG00001866,U000565,pvp_battle,2024-06-03,"{""result"": ""win""}"
LOG00001867,U000810,guild_activity,2024-06-04,{}
LOG00001868,U000420,stage_clear,2024-10-16,"{""stage"": 54, ""stars"": 3}"
LOG00001869,U000636,stage_clear,2024-11-16,"{""stage"": 97, ""stars"": 3}"
LOG00001870,U000857,cookie_upgrade,2024-11-16,{}
LOG00001871,U000418,cookie_upgrade,2024-09-11,{}
LOG00001872,U000593,stage_clear,2024-08-19,"{""stage"": 210, ""stars"": 3}"
LOG00001873,U000397,guild_activity,2024-09-13,{}
LOG00001874,U000928,stage_clear,2024-09-24,"{""stage"": 253, ""stars"": 3}"
LOG00001875,U000016,stage_clear,2024-07-08,"{""stage"": 48, ""stars"": 3}"
LOG00001876,U000783,cookie_upgrade,2024-08-26,{}
LOG00001877,U000267,cookie_upgrade,2024-10-15,{}
LOG00001878,U000024,stage_clear,2024-10-01,"{""stage"": 259, ""stars"": 2}"
LOG00001879,U000607,gacha_pull,2024-11-21,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001880,U000343,stage_clear,2024-10-09,"{""stage"": 330, ""stars"": 2}"
LOG00001881,U000188,stage_clear,2024-11-23,"{""stage"": 308, ""stars"": 2}"
LOG00001882,U000465,pvp_battle,2024-06-21,"{""result"": ""lose""}"
LOG00001883,U000911,stage_clear,2024-09-18,"{""stage"": 411, ""stars"": 2}"
LOG00001884,U000627,gacha_pull,2024-10-15,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001885,U000298,shop_purchase,2024-09-04,{}
LOG00001886,U000918,gacha_pull,2024-06-10,"{""pull_type"": ""ten_pull"", ""got_epic"": 1}"
LOG00001887,U000305,cookie_upgrade,2024-11-18,{}
LOG00001888,U000545,stage_clear,2024-10-04,"{""stage"": 424, ""stars"": 1}"
LOG00001889,U000229,stage_clear,2024-06-09,"{""stage"": 266, ""stars"": 3}"
LOG00001890,U000476,pvp_battle,2024-07-23,"{""result"": ""lose""}"
LOG00001891,U000198,pvp_battle,2024-10-31,"{""result"": ""lose""}"
LOG00001892,U000528,gacha_pull,2024-10-16,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001893,U000626,stage_clear,2024-09-07,"{""stage"": 352, ""stars"": 2}"
LOG00001894,U000504,gacha_pull,2024-11-03,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001895,U000689,stage_clear,2024-07-16,"{""stage"": 184, ""stars"": 3}"
LOG00001896,U000574,guild_activity,2024-07-20,{}
LOG00001897,U000398,stage_clear,2024-08-28,"{""stage"": 242, ""stars"": 2}"
LOG00001898,U000748,guild_activity,2024-07-06,{}
LOG00001899,U000180,stage_clear,2024-11-23,"{""stage"": 199, ""stars"": 3}"
LOG00001900,U000796,stage_clear,2024-11-06,"{""stage"": 317, ""stars"": 1}"
LOG00001901,U000268,shop_purchase,2024-06-13,{}
LOG00001902,U000241,stage_clear,2024-09-23,"{""stage"": 348, ""stars"": 3}"
LOG00001903,U000451,gacha_pull,2024-10-25,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001904,U000901,pvp_battle,2024-10-23,"{""result"": ""win""}"
LOG00001905,U000661,gacha_pull,2024-10-06,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001906,U000053,pvp_battle,2024-09-01,"{""result"": ""win""}"
LOG00001907,U000757,stage_clear,2024-08-04,"{""stage"": 9, ""stars"": 3}"
LOG00001908,U000039,pvp_battle,2024-09-07,"{""result"": ""lose""}"
LOG00001909,U000095,shop_purchase,2024-08-13,{}
LOG00001910,U000466,stage_clear,2024-07-01,"{""stage"": 173, ""stars"": 3}"
LOG00001911,U000654,shop_purchase,2024-07-22,{}
LOG00001912,U000907,pvp_battle,2024-07-01,"{""result"": ""win""}"
LOG00001913,U000020,guild_activity,2024-07-29,{}
LOG00001914,U000434,shop_purchase,2024-11-09,{}
LOG00001915,U000653,stage_clear,2024-10-03,"{""stage"": 255, ""stars"": 3}"
LOG00001916,U000943,stage_clear,2024-06-12,"{""stage"": 199, ""stars"": 1}"
LOG00001917,U000718,stage_clear,2024-07-01,"{""stage"": 345, ""stars"": 3}"
LOG00001918,U000071,shop_purchase,2024-09-02,{}
LOG00001919,U000522,gacha_pull,2024-11-14,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001920,U000677,guild_activity,2024-07-14,{}
LOG00001921,U000293,gacha_pull,2024-09-14,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001922,U000678,stage_clear,2024-11-14,"{""stage"": 108, ""stars"": 1}"
LOG00001923,U000929,pvp_battle,2024-09-13,"{""result"": ""lose""}"
LOG00001924,U000920,stage_clear,2024-11-13,"{""stage"": 402, ""stars"": 3}"
LOG00001925,U000449,cookie_upgrade,2024-07-31,{}
LOG00001926,U000228,stage_clear,2024-10-24,"{""stage"": 339, ""stars"": 2}"
LOG00001927,U000629,stage_clear,2024-10-09,"{""stage"": 415, ""stars"": 2}"
LOG00001928,U000267,cookie_upgrade,2024-11-16,{}
LOG00001929,U000514,gacha_pull,2024-09-01,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001930,U000556,pvp_battle,2024-09-30,"{""result"": ""lose""}"
LOG00001931,U000056,stage_clear,2024-07-18,"{""stage"": 112, ""stars"": 2}"
LOG00001932,U000777,cookie_upgrade,2024-10-17,{}
LOG00001933,U000470,gacha_pull,2024-07-16,"{""pull_type"": ""ten_pull"", ""got_epic"": 1}"
LOG00001934,U000684,stage_clear,2024-11-20,"{""stage"": 287, ""stars"": 1}"
LOG00001935,U000188,cookie_upgrade,2024-10-24,{}
LOG00001936,U000988,guild_activity,2024-08-17,{}
LOG00001937,U000067,stage_clear,2024-08-21,"{""stage"": 152, ""stars"": 1}"
LOG00001938,U000473,guild_activity,2024-07-10,{}
LOG00001939,U000731,pvp_battle,2024-07-30,"{""result"": ""win""}"
LOG00001940,U000875,gacha_pull,2024-09-29,"{""pull_type"": ""ten_pull"", ""got_epic"": 1}"
LOG00001941,U000119,shop_purchase,2024-11-23,{}
LOG00001942,U000768,stage_clear,2024-10-25,"{""stage"": 98, ""stars"": 3}"
LOG00001943,U000115,cookie_upgrade,2024-06-26,{}
LOG00001944,U000046,stage_clear,2024-08-08,"{""stage"": 91, ""stars"": 3}"
LOG00001945,U000678,pvp_battle,2024-11-11,"{""result"": ""lose""}"
LOG00001946,U000487,shop_purchase,2024-09-04,{}
LOG00001947,U000579,gacha_pull,2024-07-02,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00001948,U000683,guild_activity,2024-09-20,{}
LOG00001949,U000608,stage_clear,2024-11-21,"{""stage"": 149, ""stars"": 3}"
LOG00001950,U000241,cookie_upgrade,2024-09-23,{}
LOG00001951,U000442,shop_purchase,2024-06-13,{}
LOG00001952,U000084,cookie_upgrade,2024-11-08,{}
LOG00001953,U000902,pvp_battle,2024-07-26,"{""result"": ""win""}"
LOG00001954,U000877,shop_purchase,2024-10-20,{}
LOG00001955,U000556,stage_clear,2024-09-23,"{""stage"": 452, ""stars"": 3}"
LOG00001956,U000498,stage_clear,2024-06-02,"{""stage"": 116, ""stars"": 3}"
LOG00001957,U000330,guild_activity,2024-08-19,{}
LOG00001958,U000525,stage_clear,2024-06-26,"{""stage"": 432, ""stars"": 3}"
LOG00001959,U000269,pvp_battle,2024-10-08,"{""result"": ""win""}"
LOG00001960,U000457,stage_clear,2024-08-01,"{""stage"": 351, ""stars"": 3}"
LOG00001961,U000217,stage_clear,2024-10-19,"{""stage"": 475, ""stars"": 2}"
LOG00001962,U000624,stage_clear,2024-06-21,"{""stage"": 90, ""stars"": 1}"
LOG00001963,U000798,pvp_battle,2024-07-06,"{""result"": ""lose""}"
LOG00001964,U000075,shop_purchase,2024-10-15,{}
LOG00001965,U000189,gacha_pull,2024-09-12,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001966,U000500,gacha_pull,2024-08-17,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001967,U000886,pvp_battle,2024-10-31,"{""result"": ""win""}"
LOG00001968,U000205,guild_activity,2024-10-28,{}
LOG00001969,U000702,shop_purchase,2024-08-26,{}
LOG00001970,U000734,cookie_upgrade,2024-11-05,{}
LOG00001971,U000035,stage_clear,2024-06-13,"{""stage"": 41, ""stars"": 1}"
LOG00001972,U000777,gacha_pull,2024-06-01,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001973,U000605,pvp_battle,2024-10-19,"{""result"": ""lose""}"
LOG00001974,U000408,pvp_battle,2024-10-09,"{""result"": ""win""}"
LOG00001975,U000182,shop_purchase,2024-10-16,{}
LOG00001976,U000551,cookie_upgrade,2024-08-21,{}
LOG00001977,U000678,guild_activity,2024-11-03,{}
LOG00001978,U000435,gacha_pull,2024-10-26,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001979,U000176,cookie_upgrade,2024-09-23,{}
LOG00001980,U000767,stage_clear,2024-08-09,"{""stage"": 282, ""stars"": 1}"
LOG00001981,U000419,stage_clear,2024-07-21,"{""stage"": 444, ""stars"": 3}"
LOG00001982,U000170,shop_purchase,2024-06-04,{}
LOG00001983,U000720,cookie_upgrade,2024-07-29,{}
LOG00001984,U000778,guild_activity,2024-08-26,{}
LOG00001985,U000520,stage_clear,2024-07-26,"{""stage"": 354, ""stars"": 3}"
LOG00001986,U000536,gacha_pull,2024-07-17,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001987,U000030,gacha_pull,2024-10-08,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00001988,U000584,guild_activity,2024-06-05,{}
LOG00001989,U000845,cookie_upgrade,2024-10-18,{}
LOG00001990,U000110,guild_activity,2024-08-29,{}
LOG00001991,U000778,stage_clear,2024-08-16,"{""stage"": 22, ""stars"": 2}"
LOG00001992,U000313,pvp_battle,2024-09-08,"{""result"": ""win""}"
LOG00001993,U000179,gacha_pull,2024-09-08,"{""pull_type"": ""ten_pull"", ""got_epic"": 1}"
LOG00001994,U000840,shop_purchase,2024-09-18,{}
LOG00001995,U000186,pvp_battle,2024-08-09,"{""result"": ""win""}"
LOG00001996,U000215,cookie_upgrade,2024-06-21,{}
LOG00001997,U000295,stage_clear,2024-09-01,"{""stage"": 215, ""stars"": 3}"
LOG00001998,U000156,stage_clear,2024-10-22,"{""stage"": 223, ""stars"": 2}"
LOG00001999,U000303,cookie_upgrade,2024-10-10,{}
LOG00002000,U000150,stage_clear,2024-10-18,"{""stage"": 442, ""stars"": 2}"
LOG00002001,U000397,gacha_pull,2024-10-12,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00002002,U000598,stage_clear,2024-07-17,"{""stage"": 465, ""stars"": 3}"
LOG00002003,U000990,pvp_battle,2024-06-13,"{""result"": ""lose""}"
LOG00002004,U000138,stage_clear,2024-06-02,"{""stage"": 468, ""stars"": 3}"
LOG00002005,U000961,shop_purchase,2024-09-03,{}
LOG00002006,U000145,cookie_upgrade,2024-06-27,{}
LOG00002007,U000787,stage_clear,2024-07-03,"{""stage"": 136, ""stars"": 3}"
LOG00002008,U000941,stage_clear,2024-10-23,"{""stage"": 125, ""stars"": 3}"
LOG00002009,U000148,cookie_upgrade,2024-06-12,{}
LOG00002010,U000528,stage_clear,2024-09-14,"{""stage"": 172, ""stars"": 2}"
LOG00002011,U000294,shop_purchase,2024-09-27,{}
LOG00002012,U000389,cookie_upgrade,2024-10-09,{}
LOG00002013,U000302,pvp_battle,2024-09-28,"{""result"": ""lose""}"
LOG00002014,U000102,pvp_battle,2024-06-03,"{""result"": ""lose""}"
LOG00002015,U000727,gacha_pull,2024-11-23,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00002016,U000958,gacha_pull,2024-10-13,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00002017,U000283,cookie_upgrade,2024-11-15,{}
LOG00002018,U000612,gacha_pull,2024-06-09,"{""pull_type"": ""single"", ""got_epic"": 0}"
LOG00002019,U000761,pvp_battle,2024-09-19,"{""result"": ""lose""}"
LOG00002020,U000330,stage_clear,2024-06-20,"{""stage"": 356, ""stars"": 1}"
LOG00002021,U000945,pvp_battle,2024-10-09,"{""result"": ""win""}"
LOG00002022,U000127,guild_activity,2024-07-14,{}
LOG00002023,U000011,shop_purchase,2024-07-09,{}
LOG00002024,U000675,stage_clear,2024-10-06,"{""stage"": 383, ""stars"": 3}"
LOG00002025,U000800,gacha_pull,2024-07-14,"{""pull_type"": ""ten_pull"", ""got_epic"": 0}"
LOG00002026,U000421,guild_activity,2024-07-10,{}
LOG00002027,U000273,cookie_upgrade,2024-06-20,{}
LOG00002028,U000687,pvp_battle,2024-06-25,"{""result"": ""lose""}"
